date,open,high,low,close,volumeUSD,marketCapUSD
2020-12-14,0,0,0,0.452557,0,67340432.0
2020-12-13,0,0,0,0.479009,0,71276558.0
2020-12-12,0,0,0,0.487817,0,72587167.0
2020-12-11,0,0,0,0.470842,0,70061260.0
2020-12-10,0,0,0,0.4607,0,68552211.0
2020-12-09,0,0,0,0.533559,0,79393515.0
2020-12-08,0,0,0,0.536943,0,79897125.0
2020-12-07,0,0,0,0.572453,0,85181068.0
2020-12-06,0,0,0,0.628192,0,93474942.0
2020-12-05,0,0,0,0.645825,0,96098823.0
2020-12-04,0,0,0,0.570594,0,84904318.0
2020-12-03,0,0,0,0.617255,0,91847532.0
2020-12-02,0,0,0,0.538298,0,80098800.0
2020-12-01,0,0,0,0.455016,0,67706363.0
2020-11-30,0,0,0,0.463424,0,68957421.0
2020-11-29,0,0,0,0.475239,0,70715602.0
2020-11-28,0,0,0,0.410548,0,61089534.0
2020-11-27,0,0,0,0.359708,0,53524527.0
2020-11-26,0,0,0,0.348101,0,51797462.0
2020-11-25,0,0,0,0.369746,0,55018145.0
2020-11-24,0,0,0,0.341945,0,50881348.0
2020-11-23,0,0,0,0.362756,0,53978116.0
2020-11-22,0,0,0,0.357573,0,53206823.0
2020-11-21,0,0,0,0.352205,0,52408132.0
2020-11-20,0,0,0,0.372603,0,55443292.0
2020-11-19,0,0,0,0.359533,0,53498565.0
2020-11-18,0,0,0,0.353495,0,52599999.0
2020-11-17,0,0,0,0.371671,0,55304656.0
2020-11-16,0,0,0,0.348047,0,51789427.0
2020-11-15,0,0,0,0.326465,0,48577983.0
2020-11-14,0,0,0,0.358008,0,53271617.0
2020-11-13,0,0,0,0.39506,0,58784953.0
2020-11-12,0,0,0,0.35554,0,52904347.0
2020-11-11,0,0,0,0.375557,0,55882904.0
2020-11-10,0,0,0,0.36968,0,55008325.0
2020-11-09,0,0,0,0.365032,0,54316717.0
2020-11-08,0,0,0,0.367109,0,54625815.0
2020-11-07,0,0,0,0.351053,0,52236686.0
2020-11-06,0,0,0,0.367171,0,54635007.0
